"id","universe_id","family_id","name","bio","dob","dod","image_url","status","created_at","updated_at"
"2d70e756-614b-4edf-9f07-b9aaa72d65ca","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Chaos","Primordial void","Mythic Age","","",0,"1753630725023","1753630725023"
"c4c27e7e-15cf-4d9c-9f6f-b6181e1bad3b","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Gaia","Primordial goddess of the Earth","Mythic Age","","",0,"1753630725023","1753630725023"
"ce2319c5-6400-4141-811d-ff0898124244","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Uranus","Primordial god of the Sky","Mythic Age","","",0,"1753630725023","1753630725023"
"a15e349b-9a3d-4c92-9561-dba9f63cc318","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Nyx","Goddess of the Night","Mythic Age","","",0,"1753630725023","1753630725023"
"cbf4d46c-60b7-45ba-8de8-c1eb99de20b2","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Erebus","God of Darkness","Mythic Age","","",0,"1753630725023","1753630725023"
"0c93f50c-2ff5-4450-a706-95b1a12f22ad","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Tartarus","Primordial deity of the abyss","Mythic Age","","",0,"1753630725023","1753630725023"
"8d707faa-d973-46b8-ab2a-2cdbc57a8b01","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Eros","Primordial god of love","Mythic Age","","",0,"1753630725023","1753630725023"
"fc8d1199-7e33-4481-b1b3-5fbbdda16d61","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Pontus","Primordial sea god","Mythic Age","","",0,"1753630725023","1753630725023"
"b48e2e58-bd69-4de4-81ac-c6997c9b22d8","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Ourea","Primordial deities of mountains","Mythic Age","","",0,"1753630725023","1753630725023"
"0c5fa015-c45c-4aa2-8aaf-100d3b131901","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Cronus","Leader of the Titans","Mythic Age","","",0,"1753630725023","1753630725023"
"d8ac9ebd-f0c9-41a2-9813-8586ec0fa576","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Rhea","Titaness mother of Olympians","Mythic Age","","",0,"1753630725023","1753630725023"
"c5d621bf-010c-4267-ba31-ae7750422fdf","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Oceanus","Titan of the ocean","Mythic Age","","",0,"1753630725023","1753630725023"
"a693a49c-1b98-4e91-8151-ea9fe8d9f879","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Tethys","Titaness of fresh water","Mythic Age","","",0,"1753630725023","1753630725023"
"659bee5c-e991-4271-a6d2-9fa837cca026","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Hyperion","Titan of light","Mythic Age","","",0,"1753630725023","1753630725023"
"d7ad2ae9-0b5e-402c-a031-a107386acdac","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Theia","Titaness of sight","Mythic Age","","",0,"1753630725023","1753630725023"
"11013bf8-5470-4e20-9af7-a87146817628","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Mnemosyne","Titaness of memory","Mythic Age","","",0,"1753630725023","1753630725023"
"4aa7c092-7caf-4ab7-80e4-6c5be38967b4","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Phoebe","Titaness of intellect","Mythic Age","","",0,"1753630725023","1753630725023"
"79f2e0c1-ba60-4e6e-811b-88652cce9cca","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Themis","Titaness of divine law","Mythic Age","","",0,"1753630725023","1753630725023"
"3b2aec67-e83f-4ce6-ae56-6c2964619a03","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Zeus","King of the gods","Mythic Age","","",0,"1753630725023","1753630725023"
"d180f588-fd71-4763-9993-742b5e92a7b1","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Hera","Queen of the gods","Mythic Age","","",0,"1753630725023","1753630725023"
"0a4b9459-4e89-48e3-ba34-f1f958d46989","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Poseidon","God of the sea","Mythic Age","","",0,"1753630725023","1753630725023"
"3d6055a1-9063-49e4-9d79-cb231928030b","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Hades","God of the underworld","Mythic Age","","",0,"1753630725023","1753630725023"
"f5d722ce-aa14-4979-aaf5-faf1ae66b0b9","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Demeter","Goddess of the harvest","Mythic Age","","",0,"1753630725023","1753630725023"
"64258c22-754e-45cb-b9bc-cae9ba9b11b6","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Hestia","Goddess of hearth","Mythic Age","","",0,"1753630725023","1753630725023"
"e2fd9abf-57fd-4b9e-a592-1a114dd39a00","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Apollo","God of sun and music","Mythic Age","","",0,"1753630725023","1753630725023"
"94e21d2c-ee16-4b8b-aa1c-985b79d2f6f7","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Artemis","Goddess of the hunt","Mythic Age","","",0,"1753630725023","1753630725023"
"c2232338-0274-46ca-932b-bf75f524b139","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Athena","Goddess of wisdom","Mythic Age","","",0,"1753630725023","1753630725023"
"e46bafc0-8c95-4aa7-b314-c0b72ab836fc","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Ares","God of war","Mythic Age","","",0,"1753630725023","1753630725023"
"106fe8b8-36c2-40b1-a864-04a2836dcccb","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Hephaestus","God of fire","Mythic Age","","",0,"1753630725023","1753630725023"
"a155d8c5-e57b-4d55-b09a-acdb7f2e1fa9","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Hermes","Messenger of gods","Mythic Age","","",0,"1753630725023","1753630725023"
"14ce5c66-dba3-44d7-88bd-de1242a029fb","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Dionysus","God of wine","Mythic Age","","",0,"1753630725023","1753630725023"
"759d0681-c90b-4880-90ef-8873263d66a2","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Persephone","Queen of the underworld","Mythic Age","","",0,"1753630725023","1753630725023"
"64af7ea2-713d-444e-9304-945353e7cac8","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Heracles","Divine hero","Mythic Age","","",0,"1753630725023","1753630725023"
"eb61cf7d-6d95-417a-8703-6071323a6a48","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Perseus","Hero and slayer of Medusa","Mythic Age","","",0,"1753630725023","1753630725023"
"257f9179-7e46-4c78-b527-ddd6d0568cc4","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Theseus","Hero and king of Athens","Mythic Age","","",0,"1753630725023","1753630725023"
"8bb1d08e-8223-4ab8-afdc-0853104c8161","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Achilles","Hero of the Trojan War","Mythic Age","","",0,"1753630725023","1753630725023"
"bdad5387-4d0f-403b-b566-dc08c8d97c41","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Odysseus","King of Ithaca","Mythic Age","","",0,"1753630725023","1753630725023"
"df32e3f3-af03-4de6-9cc4-ef6129e3e53a","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Orpheus","Musician and prophet","Mythic Age","","",0,"1753630725023","1753630725023"
"1df80caa-04b7-4db0-a849-b856696f2f6f","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Bellerophon","Hero and rider of Pegasus","Mythic Age","","",0,"1753630725023","1753630725023"
"3b302391-5f2a-4615-a5f5-5a3dba5368f4","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Andromeda","Ethiopian princess rescued by Perseus","Mythic Age","","",0,"1753630725023","1753630725023"
"ac90f9a7-369a-43a5-97be-968d92a82ab3","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Cassiopeia","Mother of Andromeda","Mythic Age","","",0,"1753630725023","1753630725023"
"79e89fc3-dc47-4ad5-8b85-93d273ae7265","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Cepheus","Father of Andromeda","Mythic Age","","",0,"1753630725023","1753630725023"
"f158b283-a656-487b-86c0-dc70063e2346","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Pan","God of the wild","Mythic Age","","",0,"1753630725023","1753630725023"
"30669ed3-7468-4df2-b403-3409267b9f08","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Asclepius","God of medicine","Mythic Age","","",0,"1753630725023","1753630725023"
"dde89ec7-1ef3-4ecd-b45e-c6cef1e831e3","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Medea","Sorceress and princess of Colchis","Mythic Age","","",0,"1753630725023","1753630725023"
"f3d0d0b6-4f77-4820-babe-9a5eb3d1b1e0","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Jason","Leader of the Argonauts","Mythic Age","","",0,"1753630725023","1753630725023"
"477ad084-6a1a-4e11-aac0-3a23008874de","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Aeson","Father of Jason","Mythic Age","","",0,"1753630725023","1753630725023"
"88722d8a-3dc3-410b-b8c4-fc0c17b0ca56","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Idyia","Oceanid, wife of Aeëtes","Mythic Age","","",0,"1753630725023","1753630725023"
"20c2136e-9a1e-4a4a-b2e7-785ae4a5326f","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Aeëtes","King of Colchis","Mythic Age","","",0,"1753630725023","1753630725023"
"bc511c29-045e-4119-8f21-29809c4ffb15","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Helios","Titan god of the sun","Mythic Age","","",0,"1753630725023","1753630725023"
"b8c77db6-8eaf-4b9f-931a-ca196bdac14a","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Selene","Titan goddess of the moon","Mythic Age","","",0,"1753630725023","1753630725023"
"06861683-2c13-4653-9dd2-975f73580f72","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Eos","Titan goddess of dawn","Mythic Age","","",0,"1753630725023","1753630725023"
"9efd5f84-76ad-4e17-b9c7-b2965c5a4927","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Chiron","Wise centaur and mentor","Mythic Age","","",0,"1753630725023","1753630725023"
"15e6f2d2-c2b4-44e7-a159-7c4950b956d3","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Philyra","Oceanid, mother of Chiron","Mythic Age","","",0,"1753630725023","1753630725023"
"6c75d073-001c-41b0-956b-0036026edbd4","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Pegasus","Winged horse","Mythic Age","","",0,"1753630725023","1753630725023"
"4f8f8426-bce3-4b72-9777-511328b351e5","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Medusa","Gorgon slain by Perseus","Mythic Age","","",0,"1753630725023","1753630725023"
"9691b687-17d7-48e2-bb22-1945fa5d4157","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Antigone","Daughter of Oedipus","Mythic Age","","",0,"1753630725023","1753630725023"
"94b6f3ed-7bda-471f-b03e-f5f287b5cac4","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Oedipus","King of Thebes","Mythic Age","","",0,"1753630725023","1753630725023"
"fce87974-4a0d-445c-927d-1c92a8f69b2c","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Jocasta","Mother and wife of Oedipus","Mythic Age","","",0,"1753630725023","1753630725023"
"2bbeaafd-ed29-4af7-a3fa-5cdf769ca48d","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Laius","Father of Oedipus","Mythic Age","","",0,"1753630725023","1753630725023"
"2d7bf769-68eb-4866-8189-5cf58baff87e","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Electra","Daughter of Agamemnon","Mythic Age","","",0,"1753630725023","1753630725023"
"d5245518-2597-4953-bbb3-7ba5e9a2e880","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Iphigenia","Daughter of Agamemnon","Mythic Age","","",0,"1753630725023","1753630725023"
"c1df955e-f7fa-4a92-a2fa-3f40720d5743","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Agamemnon","King of Mycenae","Mythic Age","","",0,"1753630725023","1753630725023"
"c6e9cc72-ee7a-4bc1-befc-6af82975ee9a","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Clytemnestra","Wife of Agamemnon","Mythic Age","","",0,"1753630725023","1753630725023"
"fa8f12e7-950a-4717-ad7b-db0b8d4fd7f9","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Tyndareus","King of Sparta","Mythic Age","","",0,"1753630725023","1753630725023"
"d52e9cca-50dd-4794-a488-8ba326526ee8","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Leda","Queen of Sparta","Mythic Age","","",0,"1753630725023","1753630725023"
"0fd966cf-47bd-4a7a-b3f0-5020a2f408b7","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Helen","Wife of Menelaus","Mythic Age","","",0,"1753630725023","1753630725023"
"9beb037e-9a9b-4865-b294-48e2060fe015","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Menelaus","King of Sparta","Mythic Age","","",0,"1753630725023","1753630725023"
"eca66562-d74b-4d2c-a647-46e4c337195d","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Atreus","King of Mycenae","Mythic Age","","",0,"1753630725023","1753630725023"
"47d59495-ebab-40cc-bd92-fe902678b96b","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Paris","Prince of Troy","Mythic Age","","",0,"1753630725023","1753630725023"
"4017b5cd-5901-442a-a260-12220868f211","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Hector","Trojan prince and warrior","Mythic Age","","",0,"1753630725023","1753630725023"
"04c78d38-8e52-43ba-82ed-2e7f238d513c","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Priam","King of Troy","Mythic Age","","",0,"1753630725023","1753630725023"
"44cf87c5-1518-4561-9cc6-559baab42810","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Hecuba","Queen of Troy","Mythic Age","","",0,"1753630725023","1753630725023"
"8445ff65-0260-4229-9d24-ad4b2a7a859a","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Aeneas","Hero of Troy","Mythic Age","","",0,"1753630725023","1753630725023"
"3e3d0802-b9cd-4ca8-bcfe-2b8edfddf6e2","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Anchises","Trojan prince","Mythic Age","","",0,"1753630725023","1753630725023"
"9e2792e6-4258-4b35-b33d-22a8f2c066a0","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Ganymede","Trojan youth abducted by Zeus","Mythic Age","","",0,"1753630725023","1753630725023"
"dc7e6885-e219-4149-9bf8-4f7e0558c2f2","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Tros","Founder of Troy","Mythic Age","","",0,"1753630725023","1753630725023"
"1dbcd3ce-5899-43ad-b808-228c361a54b6","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Penthesilea","Amazon warrior","Mythic Age","","",0,"1753630725023","1753630725023"
"883d6e7b-f24d-4478-9286-5298f821a36c","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Hippolyta","Amazon queen","Mythic Age","","",0,"1753630725023","1753630725023"
"20e74cb8-feab-45fe-b9b6-8cebe2c9e426","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Deucalion","Survivor of the great flood","Mythic Age","","",0,"1753630725023","1753630725023"
"8de3ee2b-b898-4493-851a-2516003efda6","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Pyrrha","Wife of Deucalion","Mythic Age","","",0,"1753630725023","1753630725023"
"a8d3dac7-6667-4998-83e2-b4a2b6532c25","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Prometheus","Titan who gave fire to man","Mythic Age","","",0,"1753630725023","1753630725023"
"9a4122a2-7113-4c69-85a7-cf2d9e96e056","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Epimetheus","Brother of Prometheus","Mythic Age","","",0,"1753630725023","1753630725023"
"1b76976d-1f5c-413b-8c72-b87762eb1151","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Pandora","First human woman","Mythic Age","","",0,"1753630725023","1753630725023"
"806667c2-c641-4579-becb-770da9ead643","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Iapetus","Titan of mortality","Mythic Age","","",0,"1753630725023","1753630725023"
"d0490a52-cee8-4d48-8699-ae7c29ab4d7f","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","Clymene","Oceanid","Mythic Age","","",0,"1753630725023","1753630725023"
"3b2d9019-8237-4454-a963-4b22631a421c","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_87","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"1f6b5f14-e6a6-4758-b99b-d23e1c40cd13","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_88","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"45c3c41e-575d-45d9-8d2e-c2af89c7450d","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_89","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"62ece20a-3f7f-4bdc-b6a8-f11aa6195db5","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_90","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
